"1855Arizona89A","Sedona","AZ","86336","AUTO_UNIQUE_ID_2019-10-01_jennismarie_GFaddresses","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty"
"8500 US-89"," Flagstaff","AZ","86004",193,"USCGeocoder",15.6977,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","368.804705308517","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",35.265076189134,-111.547673213644,"Exact","","","US","8500","","","89","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"980 N Country Club Dr"," Flagstaff","AZ","86004",194,"USCGeocoder",171.8994,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.21432,-111.5793985,"Exact","","","","980","","N","COUNTRY CLUB","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"5200 E Cortland Blvd"," Flagstaff","AZ","86004",195,"USCGeocoder",187.5263,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2123599,-111.5764441,"Exact","","","","5200","","E","CORTLAND","BLVD","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"3951 N State Rte 89A"," Sedona","AZ","86336",196,"USCGeocoder",62.5296,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3991.4593774667","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8741109006508,-111.755791237833,"Relaxed","","","RT","3951","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"320 N State Rte 89A"," Sedona","AZ","86336",197,"USCGeocoder",31.2389,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","710.328369559953","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8771422100389,-111.752459293087,"Relaxed","","","RT","320","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Road"," Sedona","AZ","86336",198,"USCGeocoder",0,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Rd"," Sedona","AZ","86336",199,"USCGeocoder",15.6443,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"1855 Arizona 89A"," Sedona","AZ","86336",200,"USCGeocoder",78.028,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","584626901.876792","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",34.8942696077228,-111.874294525021,"Relaxed;Soundex","","","","1855","","","ARIZONA","","","UNIT","89A","","","Sedona","AZ","86336","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",201,"USCGeocoder",187.4868,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"12 S Mikes Pike St"," Flagstaff","AZ","86001",202,"USCGeocoder",78.0872,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2302313320.55422","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.2894068826597,-111.637740931956,"Relaxed;Soundex","","","","12","","S","MIKES PIKE","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",203,"USCGeocoder",187.5256,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"6 E Route 66"," Flagstaff","AZ","86001",204,"USCGeocoder",187.4784,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1975636,-111.6488263,"Exact","","","RT","6","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"11 Beaver St #1"," Flagstaff","AZ","86001",205,"USCGeocoder",296.7806,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1964291,-111.6509703,"Relaxed","","","","11","","","BEAVER","ST","","UNIT","#1","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"16 N San Francisco St"," Flagstaff","AZ","86001",206,"USCGeocoder",171.8483,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1977532,-111.6476986,"Exact","","","","16","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"34 S San Francisco St"," Flagstaff","AZ","86001",207,"USCGeocoder",171.7737,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195685,-111.6486708,"Exact","","","","34","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"52 S San Francisco St"," Flagstaff","AZ","86001",208,"USCGeocoder",171.4158,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195475,-111.648768,"Exact","","","","52","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",209,"USCGeocoder",171.8733,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"109 E Phoenix Ave"," Flagstaff","AZ","86001",210,"USCGeocoder",171.9554,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1960907,-111.6482012,"Exact","","","","109","","E","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"5 S San Francisco St"," Flagstaff","AZ","86001",211,"USCGeocoder",171.8437,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1965863,-111.6485004,"Exact","","","","5","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2308 Route 66 East"," Flagstaff","Arizona","86004",212,"USCGeocoder",171.8061,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","99.3491124260355","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2050154,-111.6144411,"Relaxed","","","RT","2308","","","66","","E","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"1020 South Milton Road"," Suite 102","Flagstaff","",213,"USCGeocoder",15.6344,1,"4.1","","","","Unmatchable","Unmatchable","LOCATION_TYPE_UNKNOWN","Unknown","NotAttempted","-1","NotAttempted","Unknown","0","FeatureClassBased","ReturnAll","","Unmatchable","","","0",0,0,"","","","","1020","","S","MILTON","RD","","","","","","Suite 102","","","","","","","","","","","","",""
"2619 S Woodlands Village Blvd Suite #650"," Flagstaff","AZ","86001",214,"USCGeocoder",156.0517,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1770293,-111.668542,"Exact","","","","2619","","S","WOODLANDS VILLAGE","BLVD","","STE","#650","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"360 W Forest Meadows St"," Flagstaff","AZ","86001",215,"USCGeocoder",156.2265,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1791738,-111.662584,"Exact","","","","360","","W","FOREST MEADOWS","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"522 E Rte 66"," Flagstaff","AZ","86001",216,"USCGeocoder",171.8877,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1958357,-111.6432477,"Exact","","","RT","522","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"413 N San Francisco St"," Flagstaff","AZ","86001",217,"USCGeocoder",156.2847,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2012565,-111.6462732,"Exact","","","","413","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"119 W Phoenix Ave"," Flagstaff","AZ","86001",218,"USCGeocoder",156.176,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1969379,-111.6516387,"Exact","","","","119","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"19 W Phoenix Ave"," Flagstaff","AZ","86001",219,"USCGeocoder",171.8473,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1966988,-111.6505008,"Exact","","","","19","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 N Leroux St"," Flagstaff","AZ","86001",220,"USCGeocoder",171.7715,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1987376,-111.6487262,"Exact","","","","103","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2220 E W Rte 66"," Flagstaff","AZ","86004",221,"USCGeocoder",187.5076,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2038656,-111.6154284,"Relaxed","","","RT","2220","","E W","66","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",222,"USCGeocoder",171.6829,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2 Beaver St"," Flagstaff","AZ","86001",223,"USCGeocoder",171.7529,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1971699,-111.6504618,"Relaxed","","","","2","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2500 S Woodlands Village Blvd #8"," Flagstaff","AZ","86001",224,"USCGeocoder",187.4732,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1780371,-111.6680942,"Exact","","","","2500","","S","WOODLANDS VILLAGE","BLVD","","UNIT","#8","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"14 Beaver St"," Flagstaff","AZ","86001",225,"USCGeocoder",140.4483,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1963211,-111.6508028,"Relaxed","","","","14","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"409 S San Francisco St"," Flagstaff","AZ","86001",226,"USCGeocoder",140.6303,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923208,-111.6504433,"Exact","","","","409","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1800 S Milton Rd"," Flagstaff","AZ","86001",227,"USCGeocoder",156.2276,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1829672,-111.6611679,"Exact","","","","1800","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"117 N Beaver St A"," Flagstaff","AZ","86001",228,"USCGeocoder",171.89,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.199469,-111.649623,"Exact","","","","117","","N","BEAVER","ST","","UNIT","A","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 W Birch Ave"," Flagstaff","AZ","86001",229,"USCGeocoder",187.5251,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1997499,-111.649677,"Exact","","","","103","","W","BIRCH","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"111 E Aspen Ave"," Flagstaff","AZ","86001",230,"USCGeocoder",171.8719,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1979124,-111.6472155,"Exact","","","","111","","E","ASPEN","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"101 S San Francisco St"," Flagstaff","AZ","86001",231,"USCGeocoder",171.8738,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1952937,-111.6490695,"Exact","","","","101","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"320 Regent St"," Flagstaff","AZ","86001",232,"USCGeocoder",171.9117,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1915515,-111.6417381,"Relaxed","","","","320","","","REGENT","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 South Riordan Ranch Street"," Flagstaff","AZ","86001",233,"USCGeocoder",156.2253,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1864606,-111.6599146,"Exact","","","","1500","","S","RIORDAN RANCH","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1300 S Milton Rd"," Flagstaff","AZ","86001",234,"USCGeocoder",171.8892,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.187664,-111.6613141,"Exact","","","","1300","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1312 S Plaza Way"," Flagstaff","AZ","86001",235,"USCGeocoder",172.2207,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1873989,-111.6634614,"Exact","","","","1312","","S","PLAZA","WAY","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1435 S Milton Rd"," Flagstaff","AZ","86001",236,"USCGeocoder",171.8243,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1863958,-111.6617082,"Exact","","","","1435","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2200 E Butler Ave"," Flagstaff","AZ","86004",237,"USCGeocoder",171.8212,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923654,-111.6242971,"Exact","","","","2200","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2515 East Butler Avenue"," Flagstaff","AZ","86004",238,"USCGeocoder",171.9804,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.191559,-111.6197422,"Exact","","","","2515","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"601 Piccadilly Dr #55"," Flagstaff","AZ","86001",239,"USCGeocoder",234.3783,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1912551,-111.6429835,"Relaxed","","","","601","","","PICCADILLY","DR","","UNIT","#55","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 E Cedar Ave"," Flagstaff","AZ","86004",240,"USCGeocoder",187.5865,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2182007,-111.6211394,"Exact","","","","1500","","E","CEDAR","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2400 Historic Rte 66"," Flagstaff","AZ","86004",241,"USCGeocoder",78.0109,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1975839801.30042","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.3876221932077,-111.384798297143,"Relaxed;Soundex","","","","2400","","","HISTORIC","RTE","","UNIT","66","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"4366 E Huntington Dr"," Flagstaff","AZ","86004",242,"USCGeocoder",156.2447,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2185747,-111.5862801,"Exact","","","","4366","","E","HUNTINGTON","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"8500 US-89"," Flagstaff","AZ","86004",243,"USCGeocoder",31.3292,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","368.804705308517","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",35.265076189134,-111.547673213644,"Exact","","","US","8500","","","89","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"980 N Country Club Dr"," Flagstaff","AZ","86004",244,"USCGeocoder",171.8524,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.21432,-111.5793985,"Exact","","","","980","","N","COUNTRY CLUB","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"5200 E Cortland Blvd"," Flagstaff","AZ","86004",245,"USCGeocoder",171.8845,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2123599,-111.5764441,"Exact","","","","5200","","E","CORTLAND","BLVD","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"3951 N State Rte 89A"," Sedona","AZ","86336",246,"USCGeocoder",62.6363,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3991.4593774667","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8741109006508,-111.755791237833,"Relaxed","","","RT","3951","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"320 N State Rte 89A"," Sedona","AZ","86336",247,"USCGeocoder",46.9115,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","710.328369559953","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8771422100389,-111.752459293087,"Relaxed","","","RT","320","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Road"," Sedona","AZ","86336",248,"USCGeocoder",15.6182,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Rd"," Sedona","AZ","86336",249,"USCGeocoder",15.6341,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"1855 Arizona 89A"," Sedona","AZ","86336",250,"USCGeocoder",62.3948,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","584626901.876792","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",34.8942696077228,-111.874294525021,"Relaxed;Soundex","","","","1855","","","ARIZONA","","","UNIT","89A","","","Sedona","AZ","86336","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",251,"USCGeocoder",156.2442,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
