"1855Arizona89A","Sedona","AZ","86336","AUTO_UNIQUE_ID_2019-10-01_jennismarie_GFaddresses","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty"
"12 S Mikes Pike St"," Flagstaff","AZ","86001",252,"USCGeocoder",78.121,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2302313320.55422","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.2894068826597,-111.637740931956,"Relaxed;Soundex","","","","12","","S","MIKES PIKE","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",253,"USCGeocoder",171.8751,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"6 E Route 66"," Flagstaff","AZ","86001",254,"USCGeocoder",187.466,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1975636,-111.6488263,"Exact","","","RT","6","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"11 Beaver St #1"," Flagstaff","AZ","86001",255,"USCGeocoder",171.876,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1964291,-111.6509703,"Relaxed","","","","11","","","BEAVER","ST","","UNIT","#1","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"16 N San Francisco St"," Flagstaff","AZ","86001",256,"USCGeocoder",187.501,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1977532,-111.6476986,"Exact","","","","16","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"34 S San Francisco St"," Flagstaff","AZ","86001",257,"USCGeocoder",171.8664,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195685,-111.6486708,"Exact","","","","34","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"52 S San Francisco St"," Flagstaff","AZ","86001",258,"USCGeocoder",172.0597,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195475,-111.648768,"Exact","","","","52","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",259,"USCGeocoder",171.7967,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"109 E Phoenix Ave"," Flagstaff","AZ","86001",260,"USCGeocoder",171.8055,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1960907,-111.6482012,"Exact","","","","109","","E","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"5 S San Francisco St"," Flagstaff","AZ","86001",261,"USCGeocoder",172.0116,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1965863,-111.6485004,"Exact","","","","5","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2308 Route 66 East"," Flagstaff","Arizona","86004",262,"USCGeocoder",187.6039,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","99.3491124260355","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2050154,-111.6144411,"Relaxed","","","RT","2308","","","66","","E","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"1020 South Milton Road"," Suite 102","Flagstaff","",263,"USCGeocoder",15.515,1,"4.1","","","","Unmatchable","Unmatchable","LOCATION_TYPE_UNKNOWN","Unknown","NotAttempted","-1","NotAttempted","Unknown","0","FeatureClassBased","ReturnAll","","Unmatchable","","","0",0,0,"","","","","1020","","S","MILTON","RD","","","","","","Suite 102","","","","","","","","","","","","",""
"2619 S Woodlands Village Blvd Suite #650"," Flagstaff","AZ","86001",264,"USCGeocoder",171.8521,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1770293,-111.668542,"Exact","","","","2619","","S","WOODLANDS VILLAGE","BLVD","","STE","#650","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"360 W Forest Meadows St"," Flagstaff","AZ","86001",265,"USCGeocoder",171.881,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1791738,-111.662584,"Exact","","","","360","","W","FOREST MEADOWS","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"522 E Rte 66"," Flagstaff","AZ","86001",266,"USCGeocoder",171.5241,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1958357,-111.6432477,"Exact","","","RT","522","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"413 N San Francisco St"," Flagstaff","AZ","86001",267,"USCGeocoder",171.8659,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2012565,-111.6462732,"Exact","","","","413","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"119 W Phoenix Ave"," Flagstaff","AZ","86001",268,"USCGeocoder",187.5277,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1969379,-111.6516387,"Exact","","","","119","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"19 W Phoenix Ave"," Flagstaff","AZ","86001",269,"USCGeocoder",171.8607,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1966988,-111.6505008,"Exact","","","","19","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 N Leroux St"," Flagstaff","AZ","86001",270,"USCGeocoder",171.8373,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1987376,-111.6487262,"Exact","","","","103","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2220 E W Rte 66"," Flagstaff","AZ","86004",271,"USCGeocoder",187.4757,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2038656,-111.6154284,"Relaxed","","","RT","2220","","E W","66","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",272,"USCGeocoder",171.8974,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2 Beaver St"," Flagstaff","AZ","86001",273,"USCGeocoder",171.8857,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1971699,-111.6504618,"Relaxed","","","","2","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2500 S Woodlands Village Blvd #8"," Flagstaff","AZ","86001",274,"USCGeocoder",187.2512,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1780371,-111.6680942,"Exact","","","","2500","","S","WOODLANDS VILLAGE","BLVD","","UNIT","#8","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"14 Beaver St"," Flagstaff","AZ","86001",275,"USCGeocoder",171.9702,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1963211,-111.6508028,"Relaxed","","","","14","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"409 S San Francisco St"," Flagstaff","AZ","86001",276,"USCGeocoder",187.51,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923208,-111.6504433,"Exact","","","","409","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1800 S Milton Rd"," Flagstaff","AZ","86001",277,"USCGeocoder",171.8698,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1829672,-111.6611679,"Exact","","","","1800","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"117 N Beaver St A"," Flagstaff","AZ","86001",278,"USCGeocoder",187.5004,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.199469,-111.649623,"Exact","","","","117","","N","BEAVER","ST","","UNIT","A","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 W Birch Ave"," Flagstaff","AZ","86001",279,"USCGeocoder",203.1278,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1997499,-111.649677,"Exact","","","","103","","W","BIRCH","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"111 E Aspen Ave"," Flagstaff","AZ","86001",280,"USCGeocoder",266.1944,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1979124,-111.6472155,"Exact","","","","111","","E","ASPEN","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"101 S San Francisco St"," Flagstaff","AZ","86001",281,"USCGeocoder",296.1967,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1952937,-111.6490695,"Exact","","","","101","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"320 Regent St"," Flagstaff","AZ","86001",282,"USCGeocoder",171.9365,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1915515,-111.6417381,"Relaxed","","","","320","","","REGENT","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 South Riordan Ranch Street"," Flagstaff","AZ","86001",283,"USCGeocoder",125.0087,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1864606,-111.6599146,"Exact","","","","1500","","S","RIORDAN RANCH","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1300 S Milton Rd"," Flagstaff","AZ","86001",284,"USCGeocoder",93.7541,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.187664,-111.6613141,"Exact","","","","1300","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1312 S Plaza Way"," Flagstaff","AZ","86001",285,"USCGeocoder",78.1323,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1873989,-111.6634614,"Exact","","","","1312","","S","PLAZA","WAY","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1435 S Milton Rd"," Flagstaff","AZ","86001",286,"USCGeocoder",78.1274,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1863958,-111.6617082,"Exact","","","","1435","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2200 E Butler Ave"," Flagstaff","AZ","86004",287,"USCGeocoder",93.7239,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923654,-111.6242971,"Exact","","","","2200","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2515 East Butler Avenue"," Flagstaff","AZ","86004",288,"USCGeocoder",140.5347,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.191559,-111.6197422,"Exact","","","","2515","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"601 Piccadilly Dr #55"," Flagstaff","AZ","86001",289,"USCGeocoder",203.0981,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1912551,-111.6429835,"Relaxed","","","","601","","","PICCADILLY","DR","","UNIT","#55","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 E Cedar Ave"," Flagstaff","AZ","86004",290,"USCGeocoder",171.8878,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2182007,-111.6211394,"Exact","","","","1500","","E","CEDAR","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2400 Historic Rte 66"," Flagstaff","AZ","86004",291,"USCGeocoder",62.513,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1975839801.30042","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.3876221932077,-111.384798297143,"Relaxed;Soundex","","","","2400","","","HISTORIC","RTE","","UNIT","66","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"4366 E Huntington Dr"," Flagstaff","AZ","86004",292,"USCGeocoder",171.8809,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2185747,-111.5862801,"Exact","","","","4366","","E","HUNTINGTON","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"8500 US-89"," Flagstaff","AZ","86004",293,"USCGeocoder",15.4771,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","368.804705308517","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",35.265076189134,-111.547673213644,"Exact","","","US","8500","","","89","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
